event_id,timestamp,user_id,event_type,product_id,product_name,category,price,quantity
05e8ad38-89e9-4a7b-b08d-cab404af8e90,2025-04-28 13:26:25,1161c884-791b-4291-8a45-83434a12556e,view,7d3ef9fb-a0d8-45e8-bcea-f7f4c6856bdd,Business For,Clothing,340.65,
55c05137-116b-42f9-b114-3301bd452a93,2025-04-28 14:07:25,1053cb47-7279-4e12-91b1-9f57b88b7838,view,795596cb-be27-4a61-8fb1-c01692c19de8,Federal Idea,Beauty,485.05,
4067f152-80d7-42f8-b618-3c2250018a36,2025-04-28 15:37:44,0020904b-111d-4592-92ee-c946b264dc18,view,795596cb-be27-4a61-8fb1-c01692c19de8,Federal Idea,Beauty,485.05,
793dc7fa-d28b-4016-9ced-e3e12278b45d,2025-04-28 15:52:07,38169755-46e4-496c-8733-3353802f78bd,view,769c5b1e-bbe1-4fe2-aa8f-89aa5abad9d0,Brother Rate,Clothing,275.0,
320ff0c0-aef7-455a-97d5-2bb78026f4d4,2025-04-29 02:17:34,c48dfb48-3a2b-4bc7-84fb-0a942803ca9c,add_to_cart,e6dc439b-ecb7-48fc-b493-6e496395c21f,Especially Fear,Electronics,692.14,4
573f55b4-2caa-4f97-b521-c4dcd42f0a74,2025-04-29 05:41:53,69c06529-9e6b-49af-a01b-e4106c2202b7,purchase,d41fed43-46fe-4ad9-a589-260eb90bfe01,Second Home,Electronics,892.52,5
2c73535a-4bf1-4719-8a2c-0db159e6db97,2025-04-29 11:53:52,96567849-7e84-4fd5-9a79-54607e422cb0,view,1e9410d2-bd70-4d58-8e4c-1f01de5d6ef0,Modern Poor,Clothing,153.64,
edf40535-778e-4043-930c-f44bf0732dfa,2025-04-29 12:32:09,51f3c287-e380-42a2-a3f5-64bc57577250,add_to_cart,d41fed43-46fe-4ad9-a589-260eb90bfe01,Second Home,Electronics,892.52,2
876b40b5-8118-4698-b6f8-9d96905467f7,2025-04-29 14:43:29,1053cb47-7279-4e12-91b1-9f57b88b7838,view,b3faf199-d8df-4ba9-b00c-09f59b139004,Fight Employee,Beauty,653.52,
6f2279db-2b6d-4b47-82c0-cb46f4f737d5,2025-04-29 15:06:27,d0aa1d2a-28a6-4b68-8f09-da7f8b5fd4a6,view,acd3e27b-9a0e-4055-91b2-ed98e3a24e71,Fire Fine,Electronics,771.13,
