event_id,timestamp,user_id,event_type,product_id,product_name,category,price,quantity
d88eac14-5244-4726-8ac1-12f67a7f2ea7,2025-04-24 15:24:51,c583b9f9-9156-4d81-b387-ac77c03edd3c,view,8cba94be-54b4-48dc-bf74-076c13aa3e0f,Special Make,Clothing,783.19,
89846666-3f47-47f8-b501-1cb31109fec3,2025-04-24 19:31:24,24467fde-11c8-4922-b496-76c759a1d73c,view,f4f3f402-f590-480f-ad4b-82f3f871ad80,Quickly Somebody,Sports,258.51,
19fd3fb5-1e40-4342-bdc6-93f69cd3301f,2025-04-25 00:50:28,0e3de117-7cbe-42f4-92d3-53b6a98f1bc5,view,2e2603da-b15c-4168-81ab-4de63d4de2db,That Evening,Electronics,43.03,
41405af7-5fc4-4e41-a973-0fb20353119f,2025-04-25 02:03:04,c48dfb48-3a2b-4bc7-84fb-0a942803ca9c,view,1e9410d2-bd70-4d58-8e4c-1f01de5d6ef0,Modern Poor,Clothing,153.64,
62cf9a60-9bb7-4ac3-b78a-4a4d37427462,2025-04-25 02:45:34,d70a19fe-4973-4a7d-b4b6-d39ebd5bb8bf,add_to_cart,d41fed43-46fe-4ad9-a589-260eb90bfe01,Second Home,Electronics,892.52,4
06f6ccbf-3b01-4e9b-b0cf-58c11967514b,2025-04-25 05:10:02,aca45d07-4432-4a61-ad76-a2c6a042a84a,view,ad191186-09a8-4db4-a6f9-637569693ddf,Range Peace,Home & Kitchen,207.54,
13ca8b6a-caeb-4b9a-8013-279c068248fe,2025-04-25 06:58:19,c64ca141-d221-4d5c-8744-98afec69a9bf,purchase,969da61a-f66a-4ffc-a36b-1ddc94c002cd,Could Stand,Clothing,952.72,1
15422456-16d5-4313-9c61-953d4022ec11,2025-04-25 08:57:14,cf4c00fd-9a89-4a15-801a-3df2bc00402a,view,d32bf981-bb92-459b-9f14-e4f5ae0991a4,Discuss Executive,Clothing,988.26,
e9033db1-f41c-49da-a744-eca58d465cf9,2025-04-25 09:03:46,51f3c287-e380-42a2-a3f5-64bc57577250,view,969da61a-f66a-4ffc-a36b-1ddc94c002cd,Could Stand,Clothing,952.72,
9864df08-9637-44ec-8801-e4f9319b56dd,2025-04-25 13:19:01,e99a04f1-e134-4abb-b159-f2d6f0feaadc,view,ad191186-09a8-4db4-a6f9-637569693ddf,Range Peace,Home & Kitchen,207.54,
