event_id,timestamp,user_id,event_type,product_id,product_name,category,price,quantity
fd0b6d75-a030-4533-9682-0901df94f4cf,2025-04-23 04:33:20,1053cb47-7279-4e12-91b1-9f57b88b7838,view,414c6dd3-943e-49c8-aa2a-e1188039147b,Might Glass,Books,271.52,
95e10f70-f735-4cd1-9a9e-9ac1a98bae68,2025-04-23 05:12:54,5a680a20-4a3c-48b7-a118-309a209aa2bb,view,2e2603da-b15c-4168-81ab-4de63d4de2db,That Evening,Electronics,43.03,
6a46f632-a188-4de8-afa0-d9534fafc076,2025-04-23 09:58:22,7147c889-2eab-49f5-8af1-9744923a5df2,view,1e9410d2-bd70-4d58-8e4c-1f01de5d6ef0,Modern Poor,Clothing,153.64,
61d7a023-d061-4537-b027-5417aa74c885,2025-04-23 12:50:37,24467fde-11c8-4922-b496-76c759a1d73c,view,98176c25-5242-4c2a-a1a3-da7941b046f8,Behind Occur,Books,911.84,
0930b317-bd68-4d9c-9585-3a3d76011eca,2025-04-23 13:09:20,3d26bcca-c11d-4f82-adb1-8e61377f88ed,view,a36d32ea-ff07-418c-84ba-1d9e69812f59,Daughter Weight,Clothing,459.84,
6e583fd4-a7af-45c4-b9a2-05663066f379,2025-04-23 17:27:51,5a680a20-4a3c-48b7-a118-309a209aa2bb,view,b3faf199-d8df-4ba9-b00c-09f59b139004,Fight Employee,Beauty,653.52,
72960a52-2432-4f56-815c-4fb1582275c9,2025-04-23 18:11:52,69c06529-9e6b-49af-a01b-e4106c2202b7,view,7b3f1522-00ed-414d-a669-50f432d10cde,Easy Family,Home & Kitchen,275.18,
2e7ca871-b1e2-4a31-845d-141877d34b90,2025-04-23 18:36:45,69c06529-9e6b-49af-a01b-e4106c2202b7,add_to_cart,3b59fc5b-00f5-4d5e-8f2d-084e164166f5,Than According,Sports,997.57,2
cd7ca848-6264-44df-87e4-1630bfc9d198,2025-04-24 12:20:13,e99a04f1-e134-4abb-b159-f2d6f0feaadc,add_to_cart,e0bbe4d0-e8b7-4cd5-ada1-9e014d019729,Simply Condition,Sports,570.71,5
d2420ba1-7ffe-41ba-9e4a-a2c7580bab48,2025-04-24 12:56:15,3ea9f8b9-b9ec-4c19-a4e9-76c669296287,view,d41fed43-46fe-4ad9-a589-260eb90bfe01,Second Home,Electronics,892.52,
d88eac14-5244-4726-8ac1-12f67a7f2ea7,2025-04-24 15:24:51,c583b9f9-9156-4d81-b387-ac77c03edd3c,view,8cba94be-54b4-48dc-bf74-076c13aa3e0f,Special Make,Clothing,783.19,
89846666-3f47-47f8-b501-1cb31109fec3,2025-04-24 19:31:24,24467fde-11c8-4922-b496-76c759a1d73c,view,f4f3f402-f590-480f-ad4b-82f3f871ad80,Quickly Somebody,Sports,258.51,
19fd3fb5-1e40-4342-bdc6-93f69cd3301f,2025-04-25 00:50:28,0e3de117-7cbe-42f4-92d3-53b6a98f1bc5,view,2e2603da-b15c-4168-81ab-4de63d4de2db,That Evening,Electronics,43.03,
41405af7-5fc4-4e41-a973-0fb20353119f,2025-04-25 02:03:04,c48dfb48-3a2b-4bc7-84fb-0a942803ca9c,view,1e9410d2-bd70-4d58-8e4c-1f01de5d6ef0,Modern Poor,Clothing,153.64,
62cf9a60-9bb7-4ac3-b78a-4a4d37427462,2025-04-25 02:45:34,d70a19fe-4973-4a7d-b4b6-d39ebd5bb8bf,add_to_cart,d41fed43-46fe-4ad9-a589-260eb90bfe01,Second Home,Electronics,892.52,4
06f6ccbf-3b01-4e9b-b0cf-58c11967514b,2025-04-25 05:10:02,aca45d07-4432-4a61-ad76-a2c6a042a84a,view,ad191186-09a8-4db4-a6f9-637569693ddf,Range Peace,Home & Kitchen,207.54,
13ca8b6a-caeb-4b9a-8013-279c068248fe,2025-04-25 06:58:19,c64ca141-d221-4d5c-8744-98afec69a9bf,purchase,969da61a-f66a-4ffc-a36b-1ddc94c002cd,Could Stand,Clothing,952.72,1
15422456-16d5-4313-9c61-953d4022ec11,2025-04-25 08:57:14,cf4c00fd-9a89-4a15-801a-3df2bc00402a,view,d32bf981-bb92-459b-9f14-e4f5ae0991a4,Discuss Executive,Clothing,988.26,
e9033db1-f41c-49da-a744-eca58d465cf9,2025-04-25 09:03:46,51f3c287-e380-42a2-a3f5-64bc57577250,view,969da61a-f66a-4ffc-a36b-1ddc94c002cd,Could Stand,Clothing,952.72,
9864df08-9637-44ec-8801-e4f9319b56dd,2025-04-25 13:19:01,e99a04f1-e134-4abb-b159-f2d6f0feaadc,view,ad191186-09a8-4db4-a6f9-637569693ddf,Range Peace,Home & Kitchen,207.54,
f8b8fd46-2071-4d85-a767-5ecd2e56ed85,2025-04-25 17:06:59,f2779bd1-c3f1-4d3c-b12f-bbd3bef5bccb,view,e6dc439b-ecb7-48fc-b493-6e496395c21f,Especially Fear,Electronics,692.14,
2d564e3d-51cc-42a4-83e6-0f3673537c60,2025-04-25 18:59:24,1053cb47-7279-4e12-91b1-9f57b88b7838,view,119341eb-678c-48d4-a62f-7ec6b210fa9b,Particular Believe,Sports,557.84,
