id,author,author_details,content,created_at,iso_639_1,media_id,media_title,media_type,updated_at,url
5ae02e1e0e0a26156900f6da,furious_iz,"{'name': '', 'username': 'furious_iz', 'avatar_path': '/h4qDB6FatPbpGhSe556dVmfoKaM.jpg', 'rating': 10.0}","Amazing.  Visually stunning.  So much going on, but somehow also clear and easy to understand.  A little flabby in the middle third, but given the huge cast and story to cover it is very understandable.  The highlight was the parings of characters from different stories and their interactions.

If you aren't a Marvel fan this film won't convert you, but if you have liked any of the previous films you will like this too.

10/10",2018-04-25T07:28:30.434Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:07.897Z,https://www.themoviedb.org/review/5ae02e1e0e0a26156900f6da
5ae0a3d20e0a26156301455e,Gimly,"{'name': 'Gimly', 'username': 'Ruuz', 'avatar_path': '/xUObnJSvHrFPsIpoDmb1jiQZLq7.jpg', 'rating': 8.0}","Just a very short, NO SPOILERS review I wanted to get down while it's still fresh.

For a movie with this much riding it, to come out not feeling disappointed, is a **massive** achievement. While I absolutely do love it I had some things that I felt were maybe imperfect about _Infinity War_, but my biggest concern was that it seemed like it would be absolutely meaningless to somebody who didn't put in the effort of watching the 18 movies leading up to it. You can probably assuage that fear though, because I went to see it with two people who had only seen _Black Panther_ at this point, and they both loved it, with minimal confusion.

Personally? I can't wait to see it again. This is probably the most excited I've been about the second watch of an MCU film since the first _Avengers_.

_Final rating:★★★★ - Very strong appeal. A personal favourite._",2018-04-25T15:50:42.281Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:07.913Z,https://www.themoviedb.org/review/5ae0a3d20e0a26156301455e
5ae4205b0e0a266c71003206,tmdb15214618,"{'name': '', 'username': 'tmdb15214618', 'avatar_path': None, 'rating': 4.0}","The third act turns on a character being an idiot. That story beat renders all that the heroes do before and after it immaterial. That moment so preoccupied me that I couldn't enjoy the rest of the story, and made it impossible to ignore the flick's other glaring flaws anymore: the villain's motive makes no sense, the glove exists only to produce plot contrivances, the score is so obvious it might as well be cue cards on screen (""Feel sad now"") ...

The first half is some of the best action in a Disney Marvel entry yet, and the other half is so stupid that it sours the whole MCU experience.",2018-04-28T07:18:51.311Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:08.105Z,https://www.themoviedb.org/review/5ae4205b0e0a266c71003206
5ae77ce60e0a262b9700a2df,Ch Walid,"{'name': 'Ch Walid', 'username': 'chwalid13', 'avatar_path': '/aYp0VlQ8pMaL4pO7xNSbkTlVTF6.jpg', 'rating': 9.5}","Best MCU movie, more than that.... BEST SUPERHERO MOVIE EVER. Hands Down",2018-04-30T20:30:30.139Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:08.239Z,https://www.themoviedb.org/review/5ae77ce60e0a262b9700a2df
5ae85089c3a368134801a38e,hs.rohit,"{'name': '', 'username': 'hs.rohit', 'avatar_path': None, 'rating': None}",Nice Movie.,2018-05-01T11:33:29.599Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:08.252Z,https://www.themoviedb.org/review/5ae85089c3a368134801a38e
5ae866939251410cdc016c31,Movie Queen41,"{'name': '', 'username': 'Movie Queen41', 'avatar_path': None, 'rating': 8.0}","Massive, epic movie. I'm so happy that Marvel is stepping up their game with their villains. For too long, MCU villains have been too bland and generic. But lately, the villains have improved with Michael Keaton's Vulture, Michael B. Jordan's Killmonger, and now James Brolin's Thanos. Thanos has appeared in several other MCU films, but he seemed rather flat in those movies. Here, he's allowed to be fully developed as a character. Especially touching is his relationship with his adoptive daughter, Gamora. It's actually surprisingly tender and moving. Thanos is the actual main focus of the film, and if he failed as a character, the entire movie wouldn't have worked. So bravo, Marvel!",2018-05-01T13:07:31.580Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:08.255Z,https://www.themoviedb.org/review/5ae866939251410cdc016c31
5b043a7a0e0a2623ec029554,jmquint00,"{'name': '', 'username': 'jmquint00', 'avatar_path': None, 'rating': 10.0}",Best Movie Ever...,2018-05-22T15:42:50.675Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:08.843Z,https://www.themoviedb.org/review/5b043a7a0e0a2623ec029554
5b3a6dfcc3a36845b800feee,Wuchak,"{'name': '', 'username': 'Wuchak', 'avatar_path': '/4KVM1VkqmXLOuwj1jjaSdxbvBDk.jpg', 'rating': 6.0}","***Moving ending, but the least of the Avengers movies IMHO***

RELEASED IN 2018 and directed by Anthony & Joe Russo, ""Avengers: Infinity War"" chronicles events when the Avengers team-up with several allies to defeat the cosmic despot Thanos, whose goal is to collect all six Infinity Stones to attain unimaginable power and radically solve one of the Universe's most challenging problems.

The story focuses on Thanos, Thor and the Guardians of the Galaxy, especially Gamora, as well as Iron Man, Doctor Strange and Spider-Man. The rest of the cast members are more peripheral, e.g. Black Widow, Captain America, Black Panther, Vision and Scarlet Witch.

This is easily the least of the Avengers trilogy. Not to mention ""Captain America: Civil War"" (2016) and ""Thor: Ragnarok"" (2017) are significantly more compelling and all-around entertaining. Actually, all three Thor flicks are palpably superior, as is ""Iron Man 2"" (2010). If you haven't already, I encourage you to watch these movies prior to viewing ""Infinity War,"" as well as ""Black Panther"" (2018) and the two ""Guardians of the Galaxy"" flicks (2014/2017); otherwise you'll likely be lost because all these movies lead up to this one.

""Infinity War"" is certainly an ambitious comic book movie in that it notably juggles so many super-beings, but this lack of focus isn't conducive to suspense or great drama. It's merely decent with overkill CGI. The big battle in the closing act with the easily slaughtered four-armed dog-creatures is curiously dull; moreover, the attempts at humor sometimes feel forced and fall flat, but several jokes are laugh-out-loud funny, e.g. ""Rabbit."" Thankfully, the film adds moving drama and gets extra points for a bold, poignant climax, which sets up the 2019 sequel ""Endgame.""

THE MOVIE RUNS 2 hours, 29 minute and was shot in New York City, Scotland and Philippines with studio work done in Pinewood Atlanta Studios in Fayetteville, Georgia. WRITERS: Christopher Markus and Stephen McFeely.

GRADE: B-",2018-07-02T18:25:00.691Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:10.128Z,https://www.themoviedb.org/review/5b3a6dfcc3a36845b800feee
5b72ec050e0a267ef11b5f8c,Santosh,"{'name': 'Santosh', 'username': 'santoshgrs', 'avatar_path': '/svHAvGAN2lh5SUZAqubwkDpYmlE.jpg', 'rating': 10.0}",I Love this movie.,2018-08-14T14:49:41.668Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:11.223Z,https://www.themoviedb.org/review/5b72ec050e0a267ef11b5f8c
5b97fa459251413c68000753,uridon,"{'name': '', 'username': 'uridon', 'avatar_path': None, 'rating': 1.0}",It's the epitome of superhero trash and the franchise of manchildren.  The ultimate smashing your toys together to battle only this time it's for the world to see.,2018-09-11T17:24:21.037Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:12.496Z,https://www.themoviedb.org/review/5b97fa459251413c68000753
5c8425420e0a26430a636548,tmdb44006625,"{'name': '', 'username': 'tmdb44006625', 'avatar_path': None, 'rating': 7.0}","In 2012, Marvel Studios changed the cinematic landscape with a payoff that was five films in the making, proving a linked universe of movies could work.
In 2014, they proved to be one of the finest purveyors of entertainment by releasing two of the best genre films of all time back to back.
In 2018, Avengers: Infinity War is the culmination of ten years of narrative buildup. All the pieces were patiently put in place. The payoff? Never did my inner 8 year old think he would ever be watching a movie with Iron Man and Spider-Man sharing the same screen together, but here we are. Avengers: Infinity War is a very fine piece of 'turn your brain off' storytelling, except it actually goes the extra mile to have some intelligence.

We all know the film isn't the Endgame, but we're primed and ready for Part 2. Shut up and take my 💰 Marvel!",2019-03-09T20:42:42.240Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:19.158Z,https://www.themoviedb.org/review/5c8425420e0a26430a636548
5e05aa094c1d9a0019dd7bca,sandrakuc,"{'name': '', 'username': 'sandrakuc', 'avatar_path': None, 'rating': 10.0}",One of the best Marvel Movies!,2019-12-27T06:51:53.631Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:30.655Z,https://www.themoviedb.org/review/5e05aa094c1d9a0019dd7bca
5e20f463397df000149688a3,StevenGarcia,"{'name': '', 'username': 'StevenGarcia', 'avatar_path': '/fHn06qnGevmlAORPA5RAv7DUbB.jpg', 'rating': None}",Josh Brolin portrayed Thanos really beautiful. He was an amazing villain that kept all the Avengers on their edge and made them think it was a bit hopeless to really go against him.,2020-01-16T23:40:19.011Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.509Z,https://www.themoviedb.org/review/5e20f463397df000149688a3
5e21db442811a10015a1eb92,AndrewMartinez,"{'name': '', 'username': 'AndrewMartinez', 'avatar_path': '/3NgDOfb6ziN9tHo142wHJXCU5LA.jpg', 'rating': None}","This is a blast of a Marvel movie and I can't wait to see what will happen next. You are clueless and you don’t know what will happen, keeping us all on the edge of our seats. Fascinating!",2020-01-17T16:05:24.461Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.632Z,https://www.themoviedb.org/review/5e21db442811a10015a1eb92
5e24a3f25ed8e900136086cd,KennethRobinson,"{'name': '', 'username': 'KennethRobinson', 'avatar_path': '/6VmVwK47M05eesSPiIocEWZYxnz.jpg', 'rating': None}","Here we are 10 years later with one of the most anticipated movies of all time! The CGI was much better, the story was better...everything about the Infinity War was great!",2020-01-19T18:46:10.876Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.772Z,https://www.themoviedb.org/review/5e24a3f25ed8e900136086cd
5e24ab72a894d600123a5194,GeorgeClark,"{'name': '', 'username': 'GeorgeClark', 'avatar_path': '/zcHssY3oB3KdO2QucKtAMdoFG5Y.jpg', 'rating': None}",It is unlike anything ever done in the history of cinema. This one is masterfully woven from the culmination of Marvel movies throughout the years. Truly amazing!,2020-01-19T19:18:10.795Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.806Z,https://www.themoviedb.org/review/5e24ab72a894d600123a5194
5e24b4a2a894d600123a5d05,KevinRodriguez1,"{'name': '', 'username': 'KevinRodriguez1', 'avatar_path': '/tGxEulHitWuISmxb6dtx98cFG7Q.jpg', 'rating': None}","The character development for Thanos was so good that it made me think that maybe he was right. He was the villain that surpassed all the other villains from the past Marvel movies. Trust me, this is the movie that might have changed the MCU.",2020-01-19T19:57:22.005Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.843Z,https://www.themoviedb.org/review/5e24b4a2a894d600123a5d05
5e24bace1dcb770012ca1ac8,BrianLewis,"{'name': '', 'username': 'BrianLewis', 'avatar_path': '/mqzxLkLnXguWmjxeQ0VTaGhmW9c.jpg', 'rating': None}","GOOSEBUMPS! Infinity War is worth watching. The usual comedic banter between the casts, the awesome CGI, amazing plotline, the results did not disappoint.",2020-01-19T20:23:42.296Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.882Z,https://www.themoviedb.org/review/5e24bace1dcb770012ca1ac8
5e24c482a894d600123a7538,EdwardLee,"{'name': '', 'username': 'EdwardLee', 'avatar_path': '/ub2vjTr8qbOEwVYpBQu3Vxgx9G0.jpg', 'rating': None}","Avengers: Infinity War was clearly much better than Avengers: Endgame in the sense that 1) it was better in terms of writing, 2) it is the true culmination of an entire decade of MCU films, and 3) Endgame gave me more questions than answers.",2020-01-19T21:05:06.945Z,en,299536,Avengers: Infinity War,movie,2021-06-23T15:58:32.921Z,https://www.themoviedb.org/review/5e24c482a894d600123a7538
5424aaccc3a36808760043df,John Chard,"{'name': '', 'username': 'John Chard', 'avatar_path': '/utEXl2EDiXBK6f41wCLsvprvMg4.jpg', 'rating': 9.0}","Beautiful Romance - Tragedy Unbound.

It has kind of become the popular thing to kick Titanic, the film and its achievements. It's like the love it garnered on release and the colossal waves it made in the history of cinema, never happened, or as some want you to believe, doesn't matter. I can tell you now that many of my macho fuelled friends will privately, under the influence of liquid refreshments, admit to having affection for the film, but socially in a circle environment? Not a bit of it! I have no such problems admitting my love for the film, I love it as much now as I approach 50, as I did when I sat there in awe at the cinema in 1997.

You jump - I jump.

Titanic is far from flawless, where even now with the advancements in technology the effects over 15 years later look a touch creaky. While it's true as well that away from Rose and Jack the characterisations are thin on the ground. But this is Rose and Jack's story, fully fleshed out for an hour and half and then framed by the terrible tragedy that unfolds for the next hour and half. The tie-in to the present day is superbly constructed by James Cameron - the search for the diamond - the real life filming of the Titanic wreckage - and the flashback telling of the story by a delightful Gloria Stuart as old Rose, and the sinking of the ship and its aftermath is stunning and heart breaking in equal measure.

Never let go.

So may scenes and dialogue exchanges stay in the memory for ever. The band playing on, the captain awaiting his fate, the mother ushering her children to sleep before the sea comes to take them, the old boy drinking his brandy as the water rushes in, or just Jack and Rose, polar opposites in society's class structure, making love, making art or just professing that neither will ever let go. It's what makes Titanic the wonderful piece of cinema it is, where beauty and tragedy merge to create something forever memorable. A film that deserved all the accolades and cash till ringing that it once did have. 9/10",2014-09-25T23:52:44.706Z,en,597,Titanic,movie,2024-05-16T15:22:06.578Z,https://www.themoviedb.org/review/5424aaccc3a36808760043df
62a08f2e12197e565ea45214,CinemaSerf,"{'name': 'CinemaSerf', 'username': 'Geronimo1967', 'avatar_path': '/yz2HPme8NPLne0mM8tBnZ5ZWJzf.jpg', 'rating': 7.0}","Set around the ill-fated maiden voyage of the RMS ""Titanic"", this is essentially a film in two parts. The first, weaker, element features a young ""Dawson"" (Leonardo DiCaprio) who wins a third class ticket to New York on the soon to depart liner. Meantime, the wealthy but unhappy ""Rose"" (Kate Winslet) is up in the posh cabins with her cold and unfeeling fiancée ""Hockley"" (Billy Zane) and her equally unpleasant, venally ambitious mother ""Ruth"" (Frances Fisher). Desperately unhappy, ""Rose"" considers jumping off the prow of the boat, but luckily the charming young ""Dawson"" is on hand to talk her down, and so begins their friendship that causes much chagrin amongst her socially elite companions. That friendship culminates in him making a rather provocative drawing of her, the final straw for her boyfriend and his enforcer ""Lovejoy"" (David Warner). It all looks ominous for both until - part two begins. The ship, speeding along nicely under the command of Bernard Hill's Captain Smith clips the underwater part of an iceberg and now history takes over. James Cameron offers us a purely speculative account of what might have happened as the initially incredulous crew start to realise that maybe it is not just Molly Brown (an excellent Kathy Bates) that's unsinkable! What now ensues are a series of well staged scenarios depicting panic, fear, a fair degree of selfishness and some proper stiff upper lips as the ship has be evacuated and the segregation of the passengers and competencies of the crew start to become life threatening. The visual effects have dated, the smoke from the ship's funnels blows in an strangely symmetrical fashion and the later scenes struggle to convince - but this is really a rather tragic love story with a strong chemistry between the engaging two characters at the top of the bill, and an effective performance from the older ""Rose"" (Gloria Stewart) who takes on the role of narrator 80 years after the disaster. I still find it uncomfortable to watch the actuality of the wreck, which features occasionally throughout the film - I feel like I am quite literally walking through someone's grave; but it does lend a potent hook upon which this lengthy, but well thought out and constructed drama is presented. Criticisms have been made of it's factual inaccuracies, and it may well play a bit fast and loose with some of the real characterisations - but it's a drama, and to be enjoyed has to be appreciated in that sphere. Big screen is a must, it really does lose a great deal on a television.",2022-06-08T11:59:42.608Z,en,597,Titanic,movie,2022-06-08T11:59:42.608Z,https://www.themoviedb.org/review/62a08f2e12197e565ea45214
63c6aa4f66ae4d0085cb704a,Antoine53,"{'name': '', 'username': 'Antoine53', 'avatar_path': None, 'rating': None}",Awesome,2023-01-17T14:01:51.580Z,en,597,Titanic,movie,2023-01-17T15:17:41.173Z,https://www.themoviedb.org/review/63c6aa4f66ae4d0085cb704a
63ef88b95cc11d0086123924,Nathan,"{'name': 'Nathan', 'username': 'TitanGusang', 'avatar_path': '/yHGV91jVzmqpFOtRSHF0avBZmPm.jpg', 'rating': 10.0}","Titanic is simply a masterpiece. This movie has it all. A tremendous score, deep emotion emphasized by fantastic performances, and incredibly gripping and high-stakes action. There is really something for everyone here.

Before I continue my praise of the film, I think it has one glaring weakness: the present-day plot. For me, this just did not work all that well. I understand that it was implemented for the main story to have a more emotional impact, but it was not needed. It added almost thirty minutes to the runtime, which could have been used for more character development in the story or to have a more streamlined plot. Not to mention, the acting in this section was lackluster. That might be a hot take, but it was something that I noticed during my watch.

Back to the positives. The score is magnificent here. The minute I finished the film, I had an urge to put on this score to be transported back to the Titanic. That does not happen very often to me.

The performances are great all around. Leonardo DiCaprio and Kate Winslet's chemistry was perfect. They played off each other so well and really sold this emphatic and rapid love the two shared. The movie spends a lot of time building their relationship and the payoff at the end is worth every second. Billy Zane was an over-the-top asshole, and even though it was cheesy at times, it worked for me. The other ancillary cast members did well, including Kathy Bates, Frances Fisher and Bill Paxton.

This film is really two movies put into one and both of them work excellently. The first half is a charming and cute love story that spends a lot of time on character development, laying the background for motivations and personalities. While this half may have been my favorite, it is slightly outdone by the second half, which is a gripping and suspenseful survival action story. This section is brutal, showing large scale panic and hysteria while also having some incredibly horrific deaths. The chaos was infectious and very scary to watch. Both halves create a great sense of emotion in the audience and complement each other very well.

Overall, this movie had twenty-five years of hype and critical acclaim to live up to, and I am happy to say it passed expectations. Since leaving the theater, I cannot stop thinking about it.

Score: 96% |
Verdict: Masterpiece

On a side note: I did see this movie in 3D during the twenty-five-anniversary re-release. While it was great to see it remastered in 4K, I do think the 3D was poor and unneeded. This did not affect my grade however, since it was not originally designed as a 3D experience, and they 3D did not really take away for my enjoyment.",2023-02-17T14:01:29.311Z,en,597,Titanic,movie,2023-02-17T14:01:29.411Z,https://www.themoviedb.org/review/63ef88b95cc11d0086123924
650689effa27f4010c4a62ad,Prodank,"{'name': '', 'username': 'Prodank', 'avatar_path': '/4YQkb2jDLTP2K6tcyq5NcFvQEY.jpg', 'rating': 7.0}","Titanic was enjoyable initially, but the constant TV reruns got old fast. I don't even own a TV anymore, and I'm in no hurry to watch it again. Still, it's a good movie, deserving of a 7/10 rating.",2023-09-17T05:09:03.291Z,en,597,Titanic,movie,2023-09-18T15:40:43.196Z,https://www.themoviedb.org/review/650689effa27f4010c4a62ad
676476c20c865f24891f6a2b,RalphRahal,"{'name': '', 'username': 'RalphRahal', 'avatar_path': None, 'rating': 9.0}","Titanic (1997), directed by James Cameron, is one of those films that never loses its impact, no matter how many times you watch it. Some might call it overrated, but it’s hard to deny the emotional weight and the sheer craftsmanship that went into making it. Rewatching it reminded me why it’s stood the test of time, it’s a great mix of story, performances, and technical execution.

Leonardo DiCaprio and Kate Winslet deliver standout performances as Jack and Rose. Their chemistry is natural and believable, and it’s what drives the story forward. The drawing scene is iconic for many reasons, both on and off the screen. Interestingly, it wasn’t DiCaprio sketching Rose, it was actually James Cameron himself. Cameron, who’s also an artist, added a personal touch to the scene by creating the famous drawing. Behind the scenes, Winslet knew the scene could be awkward since it involved nudity and was one of their first together, so she flashed DiCaprio to help him relax. Even with that, he was nervous and flubbed his line, saying, “Lie on that bed… uh, couch” instead of just “couch.” The mistake stayed in the film, and it adds a little authenticity to the moment.

Visually, Titanic is impressive on every level. The production design is meticulous. From the luxurious first-class interiors to the gritty third-class quarters, every set looks authentic and lived-in. The cinematography captures both the intimacy of Jack and Rose’s relationship and the overwhelming scale of the disaster. The sinking sequence is still one of the most intense and well-executed moments in film. Cameron used a mix of practical effects, real sets, and CGI to recreate the chaos, and it all blends seamlessly. The result is a scene that’s visually stunning and emotionally gripping.

The final act ties everything together perfectly. Rose’s memories, paired with James Horner’s haunting score, deliver an emotional gut punch. That last shot is unforgettable and leaves you thinking long after the credits roll.

Titanic isn’t just about a historical tragedy or a love story, it’s a film about human connection and the choices we make when everything’s on the line. Cameron’s attention to detail, paired with strong performances and excellent storytelling, makes this one of the most impactful films ever made. Overrated? Maybe. But it’s a benchmark in filmmaking for a reason.",2024-12-19T19:40:50.416Z,en,597,Titanic,movie,2024-12-19T19:40:50.471Z,https://www.themoviedb.org/review/676476c20c865f24891f6a2b
67a7d88131001bec13c8c9af,ephraimk,"{'name': 'ephraimk', 'username': 'realedk', 'avatar_path': '/yyqcH1zmdqLwVDsdmrDoqQzFa8i.png', 'rating': 8.0}","This film is the perfect example of silly idea, immaculate execution. When you think about it, the film is really just a story about a woman who can't get over an intimate and sad experience with a homeless guy on a boat, but the way it's executed with the incredible performances by DiCaprio and Winslett really made it a legendary film. Reminds me of **_The Princess Bride_**, this film may be ""dumb"" but it's definitely a movie that will be and has been praised for many years.",2025-02-08T22:19:45.300Z,en,597,Titanic,movie,2025-02-12T17:30:25.255Z,https://www.themoviedb.org/review/67a7d88131001bec13c8c9af
55910381c3a36807f900065d,jonlikesmoviesthatdontsuck,"{'name': '', 'username': 'jonlikesmoviesthatdontsuck', 'avatar_path': None, 'rating': None}","I was a huge fan of the original 3 movies, they were out when I was younger, and I grew up loving dinosaurs because of them. This movie was awesome, and I think it can stand as a testimonial piece towards the capabilities that Christopher Pratt has. He nailed it. The graphics were awesome, the supporting cast did great and the t rex saved the child in me. 10\5 stars, four thumbs up, and I hope that star wars episode VII doesn't disappoint,",2015-06-29T08:36:17.837Z,en,135397,Jurassic World,movie,2021-06-23T15:57:35.328Z,https://www.themoviedb.org/review/55910381c3a36807f900065d
559238f89251415df80000aa,Ganesan,"{'name': 'Ganesan', 'username': 'ganeshmogan16', 'avatar_path': None, 'rating': None}",Overall action packed movie... But there should be more puzzles in the climax... But I really love the movie.... Excellent...,2015-06-30T06:36:40.291Z,en,135397,Jurassic World,movie,2021-06-23T15:57:35.340Z,https://www.themoviedb.org/review/559238f89251415df80000aa
5639d6cd9251416d5201312c,redTed,"{'name': '', 'username': 'redTed', 'avatar_path': None, 'rating': 3.0}","I've never been a fan of this series. The only impressive thing of the original was the graphics that were, at the time, breathtaking. But we all know great graphics alone can't save a film. 
I watched this new effort just to see how far CGI has come in the time since the original and I can safely say, not very far. From the opening scene with the terrible looking and poorly animated bird, it's obvious that CGI has reached its limits in recreating realistic content. 
As for the film. The dreadful script and annoying characters helped me lose any interest after about 15 mins. Ok for the age range it's aimed at I suppose, but there are far better films out there worthy of your money.",2015-11-04T09:58:37.287Z,en,135397,Jurassic World,movie,2021-06-23T15:57:38.326Z,https://www.themoviedb.org/review/5639d6cd9251416d5201312c
56544b11c3a36850fa003fcc,John Chard,"{'name': '', 'username': 'John Chard', 'avatar_path': '/utEXl2EDiXBK6f41wCLsvprvMg4.jpg', 'rating': 7.0}","Untamable Devil.

One thing that would be 100% guaranteed prior to the release of Jurassic World, is that whatever the quality, or lack of, the notices would be mixed. Thus the reactions would be akin to those that ""Indiana Jones 4"" received, charges of ruining childhoods and franchises etc.

Jurassic World does exactly what is expected of it, it's a popcorn blockbuster that plays out as mindless fun, complete with outstanding effects, monster mayhem and moments of dumbness. In fact it's very much a safe sequel, reverting to the original formula without the classy edges of Spielberg's deft touch.

There's a likable cast fronting up the pic, with Chris Pratt as the hero carrying some olde adventure chops about him, and Bryce Dallas Howard (her natural beauty sparkling on Blu-ray) a fun femme side-kick. The writers introduce a couple of new mighty monsters to the series, hell of beasties for sure, while the photography, stunt work and musical score all impress greatly.

The Velociraptor plot line is crummy and daft, almost as daft as Bryce's high heels character arc, and the familiarity factor does grate a little at times, but it's a rollicking good time not to be taken remotely seriously like it's some sort of series disgrace. 7/10 ",2015-11-24T11:33:37.429Z,en,135397,Jurassic World,movie,2024-05-16T15:22:12.144Z,https://www.themoviedb.org/review/56544b11c3a36850fa003fcc
56daade3c3a3684cae001628,kendsley2003@yahoo.com,"{'name': '', 'username': 'kendsley2003@yahoo.com', 'avatar_path': None, 'rating': 8.5}","All in all this movie brought back the franchise that started out and captured the worlds attention. From the T-Rex chasing them down the road in there jeep to the velociraptors stalking them and picking them off one by one. 

Jurassic World brought the franchise back to the state of reality. (If dinosaurs were real, this would be the set up for a park and containment of dinosaurs).

Chris Pratt did a great job on not only playing his part but looking it as well. Mis. Howard did ok. It seemed like she stumbled through most of her scenes and didn't bring key emotional expressions or reactions to the scene moments. But with her OCD and control issues played up against Mr. Pratt it brought the key relationship to tie the movie together. 

This is a must see movie!",2016-03-05T09:58:59.545Z,en,135397,Jurassic World,movie,2021-06-23T15:57:45.659Z,https://www.themoviedb.org/review/56daade3c3a3684cae001628
577c151c9251411ea2001fab,aptaunk,"{'name': '', 'username': 'aptaunk', 'avatar_path': None, 'rating': None}",Not bad,2016-07-05T20:14:20.448Z,en,135397,Jurassic World,movie,2021-06-23T15:57:48.599Z,https://www.themoviedb.org/review/577c151c9251411ea2001fab
58c16e48c3a368265000a4ec,mattwilde123,"{'name': '', 'username': 'mattwilde123', 'avatar_path': '/wCTsgKvihctPGp4Ms7Y373baeHm.jpg', 'rating': 4.0}","Well choreographed action set-pieces. Good effects. Dinosaurs are magnificent.

Annoyingly cliched characters. Stupid story. I thought the idea of commercialism and ethics could have and should have been explored better. A character talks about never being able to match the first part which is true. Not sure if they were trying to be funny or just self-referentially depressing.

Chris Pratt was good. Everyone else was pointless.

No where near the first. I would even prefer to watch Jurassic Park 3 than this.

★★",2017-03-09T15:01:28.660Z,en,135397,Jurassic World,movie,2021-06-23T15:57:55.423Z,https://www.themoviedb.org/review/58c16e48c3a368265000a4ec
58d554b19251411fd502e9fe,Bulletproof5FDP,"{'name': 'Bulletproof5FDP', 'username': 'Bulletproof5FDP', 'avatar_path': '/6CLGrJljvOR9tILocluNWFvE233.jpg', 'rating': 6.0}","**Jurassic World: A Jurassic Disappointment**

As a fan of the Jurassic Park franchise, especially the first movie, I am quite disappointed with Jurassic World. I was honestly super stoked for the long-awaited sequel to Jurassic Park, but in the end, the movie lacked the charm and mysticism from Jurassic Park. From poorly-developed characters (with the exception of Chris Pratt's Owen Grady) to idiotic plot elements, Jurassic World's only saving grace is the fact that it's a sequel to Jurassic Park. 

The dinosaurs honestly look awful and pale in comparison to the dinosaurs in Jurassic Park. The CGI is so obvious and doesn't look realistic at all. Jurassic Park found the right balance of practical effects and computer-generated imagery, giving viewers the feeling that the dinosaurs feel so life-like. Jurassic World basically uses minimal practical effects in favor of CGI galore. It's sad that a 1993 movie has better CGI than a movie made in 2015.

Claire and her nephews Gray and Zach, are cheap imitations of John Hammond and his grandchildren Tim and Lex. Claire is primarily motivated by greed and exploiting the dinosaurs. Hoskins just wants to use the dinosaurs as military weapons. Dr. Henry Wu is a bit more antagonistic, revealed to be secretly creating hybrids for Hoskins as military weapons. The only character that's given some form of development is Owen Grady, played by Star-Lord a.k.a Chris Pratt. His motivations are for researching Velociraptor behavior and actually treats the dinosaurs like living creatures and not just exploited science experiments. Honestly the only redeeming factor throughout the entire movie.

The Indominus Rex tricks the personnel into thinking it's escaped confinement by clawing away at the top of its enclosure. They somehow believe the dinosaur escaped, but wouldn't security be alerted right away? The enclosure doesn't come equipped with bells and whistles? To much surprise (not), the Indominus is actually inside the enclosure with them. This idiotic plot choice allows the Indominus to escape.

Zack and Grey revisiting the original site of Jurassic Park brought back so many nostalgic memories of Jurassic Park. One of the best moments of the entire movie, absolutely loved when they picked up the Jurassic Park banner and the goggles used by Tim. But what killed the moment was when they managed to get the original Jeep started. It's been sitting for over 20 years, non-operational. But for plot convenience, they learned how to fix vehicles previously. 

I thought the assault upon the park attendees by the pterosaurs was chilling, swooping up people in the process. Gave a sense of terror that you could actually feel. One of those people being Zara, Claire's assistant. She is attacked by a pteranodon and then eventually eaten alive by the mosasaurus. Her death was just way too drawn out and totally undeserving. A death like this should have been reserved for the villain.

The final battle between the Indominus Rex and Owen's pack of surviving Velociraptor brought me back to the battle between the T-Rex and raptors in Jurassic Park. Then Claire brings out the T-Rex, the very same one from Jurassic Park, and manages to outrun the T-Rex IN HEELS. I was rooting for the T-Rex to win, then the Mosasaurus swoops up and drags the Indominus into the lagoon. 

Though this movie attempts to bring back the Jurassic Park charm, it ultimately fails to capture that same magic. Unlike The Force Awakens, another similar movie that calls back to its roots, Jurassic World managed to be much worse than its source material. You feel no true connection to the characters or dinosaurs, the excitement factor is gone, and the music is not memorable at all. 

My Rating: 5.5/10.0",2017-03-24T17:17:37.137Z,en,135397,Jurassic World,movie,2021-06-23T15:57:56.020Z,https://www.themoviedb.org/review/58d554b19251411fd502e9fe
