event_id,timestamp,user_id,event_type,product_id,product_name,category,price,quantity
5df15089-7c51-4f91-8c2e-6c191d85c553,2025-04-25 03:01:57,602ec600-c331-4a6d-bbe1-b160a8b82061,view,f6d8eb4c-cb71-4b46-ad9f-eb2a8677afc9,Save Have,Clothing,995.6,
0e86539b-3a37-4389-8e60-2082531e9db6,2025-04-25 04:06:57,c99c30ae-70c8-4dd2-9438-fafea08a1863,view,7ecf2fce-7812-48f5-ba31-a2bee6495265,Hand Computer,Home & Kitchen,640.85,
1cb0eebf-236d-449f-8316-b7e50cba27b9,2025-04-25 05:13:18,cd51e5dc-33d9-4319-8359-eb4f89461cf2,add_to_cart,3afd68c9-dc41-4e69-a5a9-1fec26ea4220,Own Republican,Clothing,723.98,4
e40be653-c5e3-487f-9ab5-798c63232472,2025-04-25 07:13:40,7c54e3a3-863f-4aca-ab8e-2e073cf3d9f1,view,431b27ca-f3c0-48f6-a8e6-7060a51fbaa3,Number Realize,Beauty,596.96,
2ae50c4a-76fa-4020-9d21-0158ac8679ca,2025-04-25 12:05:40,4192570a-c703-41c8-ab7f-eef15b46a6a3,view,0d92c994-9bc9-4a05-8a4d-8d971afd0afb,Throughout Body,Home & Kitchen,632.6,
4c8a4c56-1113-4255-92c9-56aa9d13c67e,2025-04-25 13:10:56,5ac154f6-40eb-4701-9f49-023fdebd9836,view,a9c6bb5b-dcba-457b-826c-085bd590fc33,Make Cost,Home & Kitchen,8.19,
7d498b21-3b54-49c5-aff2-576ed3915a6c,2025-04-25 23:13:45,71191409-3014-4f3b-a4fc-adbc9880c98f,view,20f72e7e-3792-41c8-a779-46bf174a324e,High Nearly,Sports,507.01,
5869b601-255e-4ebd-98df-9109483dc878,2025-04-25 23:19:59,d360caa6-7610-45c0-bde4-d257a47881a1,add_to_cart,3aa7f07a-2f6e-4be6-a725-a0426e1993ae,Positive Animal,Clothing,420.86,1
e11c7847-a799-40d7-871b-cf6ed0b5502b,2025-04-26 01:18:19,5ac154f6-40eb-4701-9f49-023fdebd9836,view,9c42b6d0-4ea8-4668-8f4b-d8c2ce3e1377,Fight Wear,Beauty,965.65,
95c2eff4-5c34-48e8-aa3c-f401f354daf9,2025-04-26 09:26:08,2b2ea4a9-1f90-4e09-ae30-828c7353a689,view,f4dc79a7-b467-4936-bb6c-69ad15038e40,Heart Quickly,Electronics,125.75,
