event_id,timestamp,user_id,event_type,product_id,product_name,category,price,quantity
c5c6e81c-903e-48a9-9bb2-e38e362f2106,2025-04-28 08:01:03,fb21abc3-f3b4-4448-b9c2-3a4bc6e0c9f4,view,9a3c1741-457c-4bd4-b275-f1b3d5d187d9,Deep Spring,Clothing,304.1,
72ef4711-762d-42e1-ad4e-8186f6e16900,2025-04-28 08:28:14,9d5a2f71-3480-4023-a75f-1e8a85f21947,add_to_cart,77bb3f52-e3f8-460b-b47a-16b42a499371,Mention Difficult,Books,41.19,1
0194414d-574b-41c0-a5d8-354f05c6d003,2025-04-28 10:46:46,fb21abc3-f3b4-4448-b9c2-3a4bc6e0c9f4,view,765639b2-6f2d-425d-b6f1-00d2e17b5707,Baby Vote,Books,481.54,
c322fff5-2d1a-4630-ad85-e4eb89f74f96,2025-04-28 11:05:10,d0f21108-125f-44c2-8a56-dcd16c118e32,view,77bb3f52-e3f8-460b-b47a-16b42a499371,Mention Difficult,Books,41.19,
6650f80f-abdb-4f79-813f-f31c74b055ca,2025-04-28 12:55:33,ee353811-c0e3-4bec-8100-a8c1e6cffe58,view,9a3c1741-457c-4bd4-b275-f1b3d5d187d9,Deep Spring,Clothing,304.1,
4be8ed9b-6d8d-42a5-b55e-5f26836c5620,2025-04-28 14:48:15,ac1d50c4-2ba0-4f83-b9cc-3f7fdda50185,view,765639b2-6f2d-425d-b6f1-00d2e17b5707,Baby Vote,Books,481.54,
1f48d953-5539-4d9f-ab69-7ad0ce6434d8,2025-04-28 18:27:49,a9f7536a-d91e-4d34-b7b1-9a2ab99e76a2,view,431b27ca-f3c0-48f6-a8e6-7060a51fbaa3,Number Realize,Beauty,596.96,
131ab89e-6c43-4bcb-b960-656d135b13e2,2025-04-28 21:40:18,4192570a-c703-41c8-ab7f-eef15b46a6a3,purchase,765639b2-6f2d-425d-b6f1-00d2e17b5707,Baby Vote,Books,481.54,1
d912354c-f774-437a-883e-bfd94995842d,2025-04-29 02:02:12,d0f21108-125f-44c2-8a56-dcd16c118e32,add_to_cart,702acfd5-2035-4ff7-8dcb-b55c9e3578a9,Piece Enjoy,Clothing,440.77,4
05016878-3cfa-46ea-bf2f-be506783cabc,2025-04-29 06:12:03,98ecddd5-9dd9-4c02-b59c-b5f8770426ca,add_to_cart,3aa7f07a-2f6e-4be6-a725-a0426e1993ae,Positive Animal,Clothing,420.86,2
